Module Title,Learning Outcome,Promoted skill,Promoted knowledge
Course_Applied_Computational_Intelligence,Write a research paper related to an optimization problem and its solution,"http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f, http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d, http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562","http://data.europa.eu/esco/skill/74e49482-75e8-4637-bdb1-fff868d02f7a, http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8"
Course_Applied_Computational_Intelligence,Present intermediate and final results within short presentations,"http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b",http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213
Course_Applied_Computational_Intelligence,"Plan and conduct a small research project including modelling, simulation, and optimization as well as the implementation of a prototype","http://data.europa.eu/esco/skill/485cdafb-3c7f-4104-ab1c-773e6131a39a, http://data.europa.eu/esco/skill/3c76296d-4bbd-44ba-8eaa-95bf275f79b7, http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68, http://data.europa.eu/esco/skill/f88cb903-83a2-44a3-98a8-e72180ec37a9","http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d, http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9, http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388, http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8"
Course_Artificial_Intelligence_for_Business_Processes,Understand which process-related problems can be solved with AI,"http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5, http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258, http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779, http://data.europa.eu/esco/skill/906323f4-00c4-4c3b-ab5a-8af77be3456e, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278, http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775, http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433","http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43"
Course_Artificial_Intelligence_for_Business_Processes,Describe how an ideal interaction of natural and artificial intelligence in an organizational environment can be achieved,"http://data.europa.eu/esco/skill/465e7c78-cd26-4503-a5ca-40009e807705, http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812, http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968, http://data.europa.eu/esco/skill/fd33c66c-70c4-40e6-b87c-5495bd3bf26e, http://data.europa.eu/esco/skill/2d6d4784-0992-48e7-b100-22d7229b3f0a","http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/ca71c597-51c2-4ead-a7b0-b108bce89caf, http://data.europa.eu/esco/skill/2618f336-8e71-4666-83b5-f368edb0906d, http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43"
Course_Artificial_Intelligence_for_Business_Processes,Understand the relationship between enterprise/process models and knowledge graphs,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6, http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779, http://data.europa.eu/esco/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f, http://data.europa.eu/esco/skill/901105f8-3a08-453e-b1dc-23619e317fd3","http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/38788a64-6271-40ff-9e0b-5644c38322ff, http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5, http://data.europa.eu/esco/skill/1bba98a7-92b9-450b-9235-e0c905f8f3c4, http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6, http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec"
Course_Artificial_Intelligence_for_Business_Processes,Understand the challenges of process mining,"http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278, http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775","http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01"
Course_Artificial_Intelligence_for_Business_Processes,Combine and integrate APIs offering artificial intelligence (AI) and machine learning (ML) services,"http://data.europa.eu/esco/skill/2857540c-180b-4208-9127-e94a01871966, http://data.europa.eu/esco/skill/b3c8eada-b0a8-4b61-968b-b354fbfb6874, http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968, http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d, http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72, http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755, http://data.europa.eu/esco/skill/3cfa46e9-b7da-44ac-b09e-9596dffe0425","http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43"
Course_Artificial_Intelligence_for_Business_Processes,Design and integrate various user interfaces such as text-dialogue-based (chatbots) or voice-dialogue-based (virtual assistants) user interfaces,"http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812, http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968, http://data.europa.eu/esco/skill/fd33c66c-70c4-40e6-b87c-5495bd3bf26e, http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363, http://data.europa.eu/esco/skill/2d6d4784-0992-48e7-b100-22d7229b3f0a","http://data.europa.eu/esco/skill/c4b626c1-e71c-44ec-9f88-042766f37fcc, http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016"
Course_Artificial_Intelligence_for_Business_Processes,Anticipate future changes that AI technologies will bring to processes and identify opportunities for their application,"http://data.europa.eu/esco/skill/f5308e60-d763-4ead-be95-88c96fb3e02b, http://data.europa.eu/esco/skill/5592ab32-4e7a-4cda-8e64-ca36d5de8a10, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0, http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26, http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e, http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e",http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb
Course_Artificial_Intelligence_for_Business_Processes,Apply the methods of design thinking and rapid prototyping with process-AI,"http://data.europa.eu/esco/skill/4d30ad07-9e39-4899-81dd-02b280f162f9, http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812, http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba, http://data.europa.eu/esco/skill/797a4416-0b8d-44f3-8fcd-eb10bd0be6b4, http://data.europa.eu/esco/skill/fc4fcb4b-993f-4f2c-b158-c2171ec18ed8",http://data.europa.eu/esco/skill/df64a7cc-2e96-4304-95d3-56fe0ac2dd39
Course_Artificial_Intelligence_for_Business_Processes,Apply ontology-based enterprise/process modelling,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6, http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779, http://data.europa.eu/esco/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f, http://data.europa.eu/esco/skill/901105f8-3a08-453e-b1dc-23619e317fd3","http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/38788a64-6271-40ff-9e0b-5644c38322ff, http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5, http://data.europa.eu/esco/skill/1bba98a7-92b9-450b-9235-e0c905f8f3c4, http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6, http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec"
Course_Artificial_Intelligence_for_Business_Processes,Select adequate intelligent components such as AI or ML services or intelligent user interfaces,"http://data.europa.eu/esco/skill/2857540c-180b-4208-9127-e94a01871966, http://data.europa.eu/esco/skill/b3c8eada-b0a8-4b61-968b-b354fbfb6874, http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968, http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d, http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72, http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755, http://data.europa.eu/esco/skill/3cfa46e9-b7da-44ac-b09e-9596dffe0425","http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43"
Course_Artificial_Intelligence_for_Business_Processes,Assess the possibilities and limitations of artificial intelligence in process automation,"http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14, http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328","http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43"
Course_Artificial_Intelligence_for_Business_Processes,Assess and critically evaluate the possibilities of AI-supported data or knowledge-based decision-making in process automation,"http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92, http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258, http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562, http://data.europa.eu/esco/skill/f60c9e52-95fc-4ca1-a73c-18a491153b63","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/3ce1fe19-7f9e-4070-941d-651673a5693b"
Course_Artificial_Intelligence_for_Business_Processes,Describe prototypes and the findings in portfolio,"http://data.europa.eu/esco/skill/c32ad607-0c4d-4e34-b73f-668298f7bf13, http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b, http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500, http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d, http://data.europa.eu/esco/skill/c544a9f3-5945-4b54-afed-de0697852817",
Course_Artificial_Intelligence_for_Business_Processes,Present solutions convincingly in very short presentations (pitches),"http://data.europa.eu/esco/skill/c32ad607-0c4d-4e34-b73f-668298f7bf13, http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b, http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500",
Course_Artificial_Intelligence_for_Business_Processes,Develop solutions in a lab-style environment using case studies,"http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49, http://data.europa.eu/esco/skill/797a4416-0b8d-44f3-8fcd-eb10bd0be6b4, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc, http://data.europa.eu/esco/skill/f88cb903-83a2-44a3-98a8-e72180ec37a9",
Course_Artificial_Intelligence_for_Business_Processes,Identify knowledge need regarding required AI tools,"http://data.europa.eu/esco/skill/0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926, http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0, http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e, http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e",
Course_Artificial_Intelligence_for_Business_Processes,"Research, discuss and correctly cite relevant AI literature","http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed, http://data.europa.eu/esco/skill/fa465db3-56e8-4b5d-a781-e2a313a4ed2d, http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84, http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61, http://data.europa.eu/esco/skill/485cdafb-3c7f-4104-ab1c-773e6131a39a, http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849, http://data.europa.eu/esco/skill/a8b3957f-08b4-4a76-927d-0b2e3d0dbd39",
Course_Business_Analytics_Quantitative_Methods,Understand properties and quality of data for statistical analysis,,"http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700, http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833, http://data.europa.eu/esco/skill/68ef0e4d-5542-4e64-84f4-752cce5a3c22"
Course_Business_Analytics_Quantitative_Methods,"Apply exploratory, simulation and inferential methods to data using appropriate software","http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c, http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/be727774-46d7-43d7-aee9-1a51b5cd8c71, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278","http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/68ef0e4d-5542-4e64-84f4-752cce5a3c22, http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833"
Course_Business_Analytics_Quantitative_Methods,Interpret and critically evaluate analysis results in business context,"http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29, http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5"
Course_Business_Analytics_Quantitative_Methods,"Formulate and communicate analysis results, discussing data quality and relevance to business problems","http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389, http://data.europa.eu/esco/skill/c544a9f3-5945-4b54-afed-de0697852817","http://data.europa.eu/esco/skill/e74f4f21-8d45-412c-b5c3-652e6167ee32, http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213"
Course_Business_Analytics_Quantitative_Methods,Learn new analytical methods independently,"http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e, http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612",http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8
Course_Business_Analytics_Quantitative_Methods,Conduct survey research and prepare data for analysis,"http://data.europa.eu/esco/skill/fa465db3-56e8-4b5d-a781-e2a313a4ed2d, http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84, http://data.europa.eu/esco/skill/906323f4-00c4-4c3b-ab5a-8af77be3456e, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8","http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051"
Course_Business_Analytics_Quantitative_Methods,Apply decision making under uncertainty and statistical knowledge formation concepts,http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317,"http://data.europa.eu/esco/skill/7f27f1ff-2e17-4b69-990e-c23334478313, http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833"
Course_Business_Analytics_Quantitative_Methods,Perform estimation and hypothesis testing,http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c,"http://data.europa.eu/esco/skill/68ef0e4d-5542-4e64-84f4-752cce5a3c22, http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833"
Course_Business_Analytics_Quantitative_Methods,Build and assess linear models using multiple regression,"http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779","http://data.europa.eu/esco/skill/68ef0e4d-5542-4e64-84f4-752cce5a3c22, http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833"
Course_Business_Analytics_Quantitative_Methods,Apply queuing theory and discrete event simulation to business cases,http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d,"http://data.europa.eu/esco/skill/0823ccef-813f-4f22-afef-ac0d68615e8f, http://data.europa.eu/esco/skill/726abd5a-d23c-44b9-abb0-f22bbe95f1d3"
Course_Business_Intelligence,Understand why fact-based decision making is useful,http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562,"http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c"
Course_Business_Intelligence,Explain business performance management and its implementation,http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5,"http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95"
Course_Business_Intelligence,Understand diverse requirements of business towards BI analysis tools,"http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64",http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53
Course_Business_Intelligence,Understand potential value and application areas of big data technologies,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,"http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180"
Course_Business_Intelligence,Understand success factors and barriers for BI projects,http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5,"http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c"
Course_Business_Intelligence,Design meaningful and informative reports and dashboards,"http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389, http://data.europa.eu/esco/skill/4f060129-8b75-4d58-a8dd-515bd8fef349",http://data.europa.eu/esco/skill/65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1
Course_Business_Intelligence,Apply instruments for data exploration and visualization,"http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2",http://data.europa.eu/esco/skill/65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1
Course_Business_Intelligence,Derive multidimensional models from business information needs,http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779,"http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5, http://data.europa.eu/esco/skill/3ec2e4d6-7000-4905-bf1a-c5b1679416de"
Course_Business_Intelligence,Apply information extraction methods for ETL with unstructured data,http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8,"http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051, http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec"
Course_Business_Intelligence,Formulate problems as data mining tasks and interpret results,"http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278",http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180
Course_Business_Intelligence,Recognize and discuss potential risks of business performance management,http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317,"http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e, http://data.europa.eu/esco/skill/6eff134b-e34f-4d6e-a6e8-5e47cf2228d0"
Course_Business_Intelligence,Judge and select appropriate Big Data technologies for business scenarios,http://data.europa.eu/esco/skill/3cfa46e9-b7da-44ac-b09e-9596dffe0425,"http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/897b393f-e7e0-4248-a40d-d77119694e83"
